movieId,genome_tags_top20
282,drama|disability|touching|doctors|dramatic|emotional
283,new jersey|police corruption|police|cars|brutality|hip hop|solitude|original
285,dreams|serial killer|psychology|original|guilt|pointless
286,cyborgs|sequel|sequels|original|sci-fi|crappy sequel|sci fi|action|scifi
287,love|romance
288,violence|violent|gratuitous violence|brutality|controversial|serial killer|good soundtrack|robert downey jr|visceral|satirical|cult classic|satire|sexualized violence|brutal|stylized|original|bloody|dark humor|disturbing|stylish
289,romantic comedy|destiny|romantic|robert downey jr|romance|rome|love|love story|chick flick|beautiful scenery|feel-good|sweet
290,violence|brutality|violent|powerful ending|visceral|drama|poverty|independent film|great acting|heartbreaking|family drama|rape|drinking|intense|tragedy|visually appealing|harsh|sexualized violence|dysfunctional family|hard to watch
292,virus|military|tom clancy|good|tense|chase|thriller|conspiracy|big budget|oscar winner|suspense|catastrophe|action|good action|weapons|original|mentor
293,hit men|assassin|action|imdb top 250|hitman|great acting|loneliness|visceral|mentor|violent|father daughter relationship|assassination|touching|assassins|intense|relationships|good soundtrack|revenge|unlikely friendships|drama
294,independent film
295,chick flick|love story|original|romantic
296,hit men|gratuitous violence|dark humor|masterpiece|imdb top 250|storytelling|stylish|violent|non-linear|tarantino|violence|good soundtrack|gangsters|organized crime|crime gone awry|bloody|quotable|great acting|nonlinear|highly quotable
297,brutality|violence|true story|factual|history|original|very interesting|historical|vengeance|drama
298,culture clash|original
299,catholicism|gay|homosexuality|sexual abuse|god|religion|queer|controversial|sexual|redemption|social commentary|homophobia|dramatic|christianity|child abuse|relationships
300,manipulation|based on true story|true story|great acting|reality tv|dramatic|greed|corruption|based on a true story|television|oscar (best picture)|original|lawyer|drama|1950s|great movie|investigation
301,hawaii|japan|storytelling|tokyo|historical|scenic|original
302,france|history|french|historical|costume drama|catholicism|period piece|bloody|visually appealing|us history|passionate|politics|complex|betrayal|adultery|dramatic|intense|cinematography|stunning|original
303,western|gunfight|small town|redemption|vengeance|spaghetti western|revenge|guns|original|fun movie
304,cancer|mentor|family
305,fashion|nudity (full frontal - notable)|ensemble cast|nudity (topless - notable)|satire|pornography
306,enigmatic|golden palm|meditative|trilogy|foreign|loneliness|criterion|reflective|relationships|melancholy|visually appealing|solitude|melancholic|french|cinematography|isolation|lyrical|life & death|existentialism|masterpiece
307,enigmatic|reflective|criterion|meditative|melancholy|melancholic|loneliness|solitude|foreign|life & death|music|cinematography|french|intimate|isolation|death|beautifully filmed|trilogy|classical music|relationships
308,poland|enigmatic|criterion|relationships|trilogy|melancholic|loneliness|foreign|reflective|marriage|cinematography|dark humor|melancholy|revenge|tricky|love|affectionate|meditative|betrayal|original
309,foreign|original|cinematography|story|visually appealing|very interesting|love story|secrets
310,adoption|family|children|kids|childhood
311,grindhouse|classic car|twist ending|twists & turns|suspenseful
312,saturday night live|dysfunctional family|satire|original
313,animation|love|animated|disney animated feature|cartoon|fairy tale|love story|animals|talking animals|disney|cute|kids|kids and family
314,irish|ireland|irish accent|mythology|storytelling|beautifully filmed|magic|coming of age|beautiful scenery|fairy tale|island|fantasy world|scenic
315,action|explosions|good action|vengeance|revenge
316,sci-fi|sci fi|science fiction|egypt|scifi|teleportation|space travel|archaeology|mythology|space opera|alien|space|first contact|aliens|special effects|action|big budget|futuristic|desert|military
317,christmas|holiday|children|family|fantasy|childhood|fun movie|kids|heartwarming|toys|magic|chase
318,imdb top 250|oscar (best picture)|powerful ending|masterpiece|prison|excellent script|great acting|redemption|narrated|good acting|prison escape|great ending|dramatic|oscar (best supporting actor)|storytelling|friendship|touching|great movie|inspiring|good
319,dark humor|greed|twists & turns|stylish|dark|cynical|friendship|crime|crime gone awry|suspense|thriller|black comedy|great ending|original|stylized|unlikeable characters|money|dark comedy|suspenseful|clever
320,noir thriller|amnesia|black and white|identity|independent film|hitchcock|race issues|original|betrayal|paranoia
321,gay character|homosexuality|gay|friendship|queer|relationships|unlikely friendships|intimate|homophobia|social commentary|glbt|prejudice|foreign|communism|spanish|artist
322,buddy movie|powerful ending|independent film|great acting|revenge|great ending|dark comedy|dark humor|black comedy|original|brutality|greed|excellent script|intense|dark|drama|dialogue|corruption|surprise ending|workplace
324,gay character|gay|father son relationship|homosexuality|relationships|independent film|aids|australia|love|father-son relationship|glbt|stereotypes|based on a play|homophobia
325,comedy|goofy|teen movie|stupid|funny|teen|road trip|teens|funny as hell|stoner movie|stupidity|very funny|saturday night live|original|hilarious|idiotic|silly fun
326,revolution|china|foreign|communism|tragedy|poignant|intimate|civil war|dramatic|family drama|death|politics|oscar (best foreign language film)|heartbreaking|movielens top pick|beautifully filmed|great acting|bleak|imdb top 250|criterion
327,based on a comic|adapted from:comic|mutants|cyberpunk|post apocalyptic|post-apocalyptic|comic book|cult film|dystopia|based on comic|cult classic|sexy|awesome soundtrack|original|comics|silly|campy|silly fun|stylized
328,demons|horror|splatter|gory|fun movie|blood|awesome soundtrack|bloody|silly fun|original|cult classic
329,space|star trek|franchise|space opera|series|science fiction|sci-fi|first contact|scifi|sci fi|death|time travel|based on a tv show|special effects|sequel|immortality|original|sacrifice|future|technology
330,horror|brutality|violence|supernatural
331,doctors|loneliness|original|mental illness|relationships|insanity|biopic|oscar (best actress)|marriage|depression|betrayal|psychological
332,remake|horror|original
333,funniest movies|comedy|road trip|goofy|hilarious|dumb but funny|very funny|saturday night live|quotable|funny|dumb|stupidity|highly quotable|sarcasm|original|humorous|humor|slapstick|silly fun|buddy movie
334,criterion|talky|dialogue|based on a play
335,heist|stylish|neo-noir|film noir|betrayal|noir|twists & turns|enigmatic|independent film|complex|crime
336,vietnam war|vietnam|islam|camp|life philosophy|war
337,small town|disability|dysfunctional family|great acting|family bonds|bittersweet|oscar (best supporting actor)|family drama|touching|original|mental illness|adapted from:book|drama|good acting|coming of age|quirky|oscar (best actress)
338,virtual reality|futuristic|cyberpunk|dark hero|technology|chase|sci-fi|science fiction|special effects|action|scifi|sci fi|big budget|future|serial killer|internet
339,romantic comedy|romantic|chick flick|sweet|girlie movie|feel-good|love story|good romantic comedies|feel good movie|romance|love|cute|happy ending|family|cute!|mistaken identity|heartwarming|destiny
340,bullying|war|drama|childhood|children|innocence lost|wartime|sentimental|mentor
341,parenthood|culture clash|relationships|original|independent film
342,bittersweet|unlikely friendships|australia|dysfunctional family|friendship|australian|coming of age|drama|depression|quirky|feel-good|original|chick flick|wedding
343,camp|based on a book|teen movie|based on book|girlie movie|books|teen|nostalgic|family
344,goofy|silly fun|dumb|detective|comedy|dumb but funny|funniest movies|hilarious|silly|very funny|funny as hell|funny|stupid as hell|original|stupidity|crude humor|quotable|absurd|stupid|humorous
345,transgender|cross dressing|road trip|queer|gay|australia|homophobia|007 (series)|homosexuality|road movie|camp|glbt|cult film|gay character|australian|desert|small town|stereotypes|original
346,rock and roll|beatles|musicians|music business|original|music
347,bdsm|obsession|relationships|nudity (topless - notable)|erotic|sexual|passionate|voyeurism|pornography|loneliness|sexy|intimate|love|psychological|nudity (topless)|oscar|complex|love story|narrated
348,oscar (best supporting actress)|1930s|new york|artistic|gangsters|witty|gangster|artist|broadway|new york city|great dialogue|visually appealing|dialogue|original
349,tom clancy|conspiracy|action|mentor|tense|based on a book|spying|world politics|good action|assassination|thriller|secret service|based on book|political|president|espionage|surveillance|chase|adapted from:book|cia
350,lawyers|lawyer|based on a book|tom clancy|thriller|tense|mentor|chase|police investigation|courtroom|adapted from:book|based on book|suspense|mob|corruption|good|mafia
351,interracial romance|race issues|family|heartwarming|touching
352,dysfunctional family|family drama|parenthood|childhood
353,dark hero|goth|adapted from:comic|vigilante|vengeance|dark fantasy|based on a comic|dark|nocturnal|violent|revenge|awesome soundtrack|violence|stylized|cult classic|gothic|death|brutality|cult film|graphic novel
354,baseball|sports|biographical|biography|biopic|based on a book|mentor|original
355,cartoon|family|adoption|children|original|based on a tv show|action
356,oscar (best music - original score)|oscar (best effects - visual effects)|oscar (best picture)|oscar (best editing)|destiny|life|imdb top 250|touching|oscar (best actor)|oscar (best directing)|oscar winner|us history|oscar|great acting|disability|sentimental|heartwarming|good acting|inspiring|feel good movie
357,relationships|romantic comedy|chick flick|romantic|british comedy|british|love|wedding|romance|love story|england|london|witty|cheating|happy ending|good romantic comedies|comedy|friendship|original|scotland
358,college|stereotypes|segregation|racism|mentor|violence|skinhead|rape|prejudice|neo-nazis|original
359,independent film
360,chase|conspiracy|romantic|love story|predictable|romantic comedy
361,romantic comedy|feel good movie|feel-good|romantic|chick flick|greed|romance|sweet|good romantic comedies|based on true story|true story|happy ending|good|love story|destiny|adultery
362,jungle|animals|adventure|talking animals|adapted from:book|cartoon|animal movie|based on a book|indians|disney animated feature|childhood|adaptation|runaway|original|animated
