tmdbId,tmdb_title,top_cast,cast_count,director,writers,producers,composer
8960,Hancock,Will Smith|Charlize Theron|Jason Bateman|Jae Head|Eddie Marsan,33,Peter Berg,Vincent Ngo|Vince Gilligan,Michael Mann|Will Smith|Akiva Goldsman|James Lassiter,John Powell
6479,I Am Legend,Will Smith|Alice Braga|Charlie Tahan|Salli Richardson-Whitfield|Willow Smith,13,Francis Lawrence,Akiva Goldsman|Mark Protosevich,Akiva Goldsman|David Heyman|Neal H. Moritz|James Lassiter|Tracy Tormé,James Newton Howard
118,Charlie and the Chocolate Factory,Johnny Depp|Freddie Highmore|David Kelly|AnnaSophia Robb|Julia Winter,32,Tim Burton,Roald Dahl|John August,Richard D. Zanuck|Brad Grey|Lorne Orleans,Danny Elfman
2062,Ratatouille,Patton Oswalt|Ian Holm|Lou Romano|Brian Dennehy|Peter Sohn,23,Jan Pinkava|Brad Bird,Brad Bird,Brad Lewis,Michael Giacchino
272,Batman Begins,Christian Bale|Michael Caine|Liam Neeson|Katie Holmes|Gary Oldman,113,Christopher Nolan,Christopher Nolan|David S. Goyer,Larry J. Franco|Charles Roven|Emma Thomas|Lorne Orleans,Hans Zimmer|James Newton Howard
10527,Madagascar: Escape 2 Africa,Ben Stiller|Jada Pinkett Smith|David Schwimmer|Chris Rock|Cedric the Entertainer,42,Eric Darnell|Tom McGrath,,,
18360,Night at the Museum: Battle of the Smithsonian,Ben Stiller|Amy Adams|Owen Wilson|Hank Azaria|Robin Williams,42,Shawn Levy,Thomas Lennon,Chris Columbus|Shawn Levy|Michael Barnathan,
2080,X-Men Origins: Wolverine,Hugh Jackman|Liev Schreiber|Danny Huston|Lynn Collins|Ryan Reynolds,63,Gavin Hood,David Benioff|Skip Woods,Hugh Jackman|Lauren Shuler Donner|Avi Arad,
605,The Matrix Revolutions,Keanu Reeves|Laurence Fishburne|Carrie-Anne Moss|Hugo Weaving|Mary Alice,22,Lilly Wachowski|Lana Wachowski,Lilly Wachowski|Lana Wachowski,Joel Silver,Don Davis
109445,Frozen,Kristen Bell|Idina Menzel|Jonathan Groff|Josh Gad|Santino Fontana,56,Chris Buck|Jennifer Lee,Chris Buck|Shane Morris|Jennifer Lee|Jennifer Lee,Peter Del Vecho,Christophe Beck
604,The Matrix Reloaded,Keanu Reeves|Carrie-Anne Moss|Laurence Fishburne|Hugo Weaving|Helmut Bakaitis,74,Lilly Wachowski|Lana Wachowski,Lilly Wachowski|Lana Wachowski,Joel Silver,Don Davis
76338,Thor: The Dark World,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Christopher Eccleston,43,Alan Taylor,Christopher Markus|Stephen McFeely|Robert Rodat|Don Payne|Christopher Yost,Kevin Feige|Kenneth Branagh,Brian Tyler
76341,Mad Max: Fury Road,Tom Hardy|Charlize Theron|Nicholas Hoult|Hugh Keays-Byrne|Josh Helman,60,George Miller,George Miller|Nick Lathouris|Brendan McCarthy,George Miller|Doug Mitchell|P.J. Voeten,
13448,Angels & Demons,Tom Hanks|Ewan McGregor|Ayelet Zurer|Stellan Skarsgård|Pierfrancesco Favino,47,Ron Howard,David Koepp|Akiva Goldsman,Brian Grazer|Ron Howard|Kathleen McGill|Louisa Velis|John Calley,Hans Zimmer
10195,Thor,Chris Hemsworth|Natalie Portman|Tom Hiddleston|Anthony Hopkins|Stellan Skarsgård,32,Kenneth Branagh,Don Payne|J. Michael Straczynski|Ashley Edward Miller|Zack Stentz,Kevin Feige,Patrick Doyle
13053,Bolt,John Travolta|Miley Cyrus|Susie Essman|Mark Walton|Malcolm McDowell,16,Chris Williams|Byron Howard,Dan Fogelman|Chris Williams,Clark Spencer,John Powell
19585,G-Force,Sam Rockwell|Penélope Cruz|Tracy Morgan|Jon Favreau|Steve Buscemi,21,Hoyt Yeatman,Ted Elliott|Terry Rossio|Cormac Wibberley|Marianne Wibberley|Tim Firth,,
57165,Wrath of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Edgar Ramírez|Toby Kebbell,18,Jonathan Liebesman,David Leslie Johnson|Dan Mazeau,Basil Iwanyk|Polly Johnsen,Javier Navarrete
62213,Dark Shadows,Johnny Depp|Michelle Pfeiffer|Helena Bonham Carter|Jackie Earle Haley|Jonny Lee Miller,25,Tim Burton,John August|Seth Grahame-Smith|Seth Grahame-Smith,Johnny Depp|Richard D. Zanuck|Graham King|Christi Dembrowski|David Kennedy,Danny Elfman
177677,Mission: Impossible - Rogue Nation,Tom Cruise|Rebecca Ferguson|Simon Pegg|Jeremy Renner|Ving Rhames,75,Christopher McQuarrie,Christopher McQuarrie|Christopher McQuarrie|Drew Pearce,Tom Cruise|J.J. Abrams|Bryan Burk|Don Granger|David Ellison,Joe Kraemer
7978,The Wolfman,Benicio del Toro|Anthony Hopkins|Emily Blunt|Hugo Weaving|Cristina Contes,14,Joe Johnston,Curt Siodmak|Andrew Kevin Walker|David Self,Benicio del Toro|Sean Daniel|Scott Stuber|Rick Yorn,Danny Elfman
5559,Bee Movie,Jerry Seinfeld|Renée Zellweger|Jim Cummings|Matthew Broderick|Patrick Warburton,25,Steve Hickner|Simon J. Smith,Jerry Seinfeld|Spike Feresten|Barry Marder|Andy Robin,Christina Steinberg|Jerry Seinfeld|Cameron Stevning,
49444,Kung Fu Panda 2,Jack Black|Angelina Jolie|Dustin Hoffman|Gary Oldman|Jackie Chan,32,Jennifer Yuh Nelson,Glenn Berger|Jonathan Aibel,Melissa Cobb,Hans Zimmer|John Powell
10196,The Last Airbender,Noah Ringer|Nicola Peltz|Jackson Rathbone|Dev Patel|Shaun Toub,21,M. Night Shyamalan,M. Night Shyamalan,,James Newton Howard
956,Mission: Impossible III,Tom Cruise|Philip Seymour Hoffman|Ving Rhames|Billy Crudup|Jonathan Rhys Meyers,13,J.J. Abrams,J.J. Abrams|Alex Kurtzman|Roberto Orci,Tom Cruise|Paula Wagner,Michael Giacchino
117251,White House Down,Channing Tatum|Jamie Foxx|Joey King|Maggie Gyllenhaal|Richard Jenkins,21,Roland Emmerich,James Vanderbilt,Larry J. Franco|Harald Kloser|Roland Emmerich|Laeta Kalogridis|James Vanderbilt,Harald Kloser|Thomas Wanker
50321,Mars Needs Moms,Seth Green|Joan Cusack|Dan Fogler|Breckin Meyer|Elisabeth Harnois,12,Simon Wells,Simon Wells,,
11619,Flushed Away,Hugh Jackman|Kate Winslet|Ian McKellen|Jean Reno|Bill Nighy,15,David Bowers|Sam Fell,Dick Clement|Dick Clement|William Davies|Ian La Frenais|Ian La Frenais,Peter Lord|David Sproxton|Cecil Kramer|Maryann Garger,Harry Gregson-Williams
266647,Pan,Levi Miller|Garrett Hedlund|Hugh Jackman|Rooney Mara|Amanda Seyfried,19,Joe Wright,Jason Fuchs,Paul Webster|Greg Berlanti|Sarah Schechter,John Powell
82703,Mr. Peabody & Sherman,Ty Burrell|Max Charles|Ariel Winter|Allison Janney|Ellie Kemper,51,Rob Minkoff,Craig Wright,,
652,Troy,Brad Pitt|Orlando Bloom|Eric Bana|Brian Cox|Sean Bean,20,Wolfgang Petersen,David Benioff,Colin Wilson|Wolfgang Petersen|Diana Rathbun,James Horner
80321,Madagascar 3: Europe's Most Wanted,Ben Stiller|Sacha Baron Cohen|David Schwimmer|Frances McDormand|Chris Rock,12,Conrad Vernon|Eric Darnell|Tom McGrath,Noah Baumbach|Eric Darnell,Mark Swift|Mireille Soria,Hans Zimmer
36669,Die Another Day,Pierce Brosnan|Halle Berry|Rosamund Pike|Rick Yune|Toby Stephens,21,Lee Tamahori,Robert Wade|Neal Purvis,Barbara Broccoli|Michael G. Wilson,
43074,Ghostbusters,Melissa McCarthy|Kristen Wiig|Kate McKinnon|Leslie Jones|Chris Hemsworth,75,Paul Feig,Paul Feig|Katie Dippold,Ivan Reitman|Amy Pascal,
95,Armageddon,Bruce Willis|Billy Bob Thornton|Ben Affleck|Liv Tyler|Will Patton,67,Michael Bay,Robert Roy Pool|Jonathan Hensleigh|Shane Salerno|J.J. Abrams|Tony Gilroy,Jerry Bruckheimer|Michael Bay|Gale Anne Hurd,Trevor Rabin
608,Men in Black II,Tommy Lee Jones|Will Smith|Rip Torn|Lara Flynn Boyle|Johnny Knoxville,23,Barry Sonnenfeld,Barry Fanaro|Robert Gordon,Walter F. Parkes|Laurie MacDonald,Danny Elfman
2310,Beowulf,Ray Winstone|Angelina Jolie|Anthony Hopkins|Robin Wright|John Malkovich,30,Robert Zemeckis,Roger Avary|Neil Gaiman,Robert Zemeckis|Steve Starkey|Josh McLaglen|Jack Rapke|Jacqueline M. Lopez,Alan Silvestri|Glen Ballard
140300,Kung Fu Panda 3,Jack Black|Bryan Cranston|Dustin Hoffman|Angelina Jolie|J.K. Simmons,34,Jennifer Yuh Nelson|Alessandro Carloni,Glenn Berger|Jonathan Aibel,Melissa Cobb,
56292,Mission: Impossible - Ghost Protocol,Tom Cruise|Jeremy Renner|Simon Pegg|Paula Patton|Anil Kapoor,16,Brad Bird,Josh Appelbaum|André Nemec,Tom Cruise|J.J. Abrams|Bryan Burk,Michael Giacchino
81188,Rise of the Guardians,Chris Pine|Alec Baldwin|Jude Law|Isla Fisher|Hugh Jackman,16,Peter Ramsey,David Lindsay-Abaire,Christina Steinberg|Nancy Bernstein,
7552,Fun with Dick and Jane,Jim Carrey|Téa Leoni|Alec Baldwin|Richard Jenkins|Angie Harmon,15,Dean Parisot,Judd Apatow|Judd Apatow|Nicholas Stoller|Nicholas Stoller|Gerald Gaiser,Jim Carrey|Brian Grazer,
616,The Last Samurai,Tom Cruise|Ken Watanabe|William Atherton|Chad Lindberg|Billy Connolly,47,Edward Zwick,John Logan|Edward Zwick|Marshall Herskovitz,Tom Cruise|Edward Zwick|Marshall Herskovitz|Paula Wagner|Scott Kroopf,Hans Zimmer
147441,Exodus: Gods and Kings,Christian Bale|Joel Edgerton|John Turturro|Aaron Paul|Ben Mendelsohn,24,Ridley Scott,Steven Zaillian|Jeffrey Caine|Adam Cooper|Bill Collage,Ridley Scott|Mark Huffam|Michael Schaefer|Jenno Topping|Peter Chernin,
13475,Star Trek,Chris Pine|Zachary Quinto|Leonard Nimoy|Eric Bana|Bruce Greenwood,168,J.J. Abrams,Alex Kurtzman|Roberto Orci,J.J. Abrams|Damon Lindelof,Michael Giacchino
557,Spider-Man,Tobey Maguire|Willem Dafoe|Kirsten Dunst|James Franco|Cliff Robertson,71,Sam Raimi,David Koepp,Stan Lee|Ian Bryce|Laura Ziskin,Danny Elfman
82702,How to Train Your Dragon 2,Jay Baruchel|Gerard Butler|Kristen Wiig|Jonah Hill|Cate Blanchett,17,Dean DeBlois,Dean DeBlois,Bonnie Arnold,John Powell
205584,Gods of Egypt,Brenton Thwaites|Nikolaj Coster-Waldau|Gerard Butler|Courtney Eaton|Elodie Yung,41,Alex Proyas,Matt Sazama|Burk Sharpless,Alex Proyas|Basil Iwanyk,
10048,Stealth,Josh Lucas|Jessica Biel|Jamie Foxx|Sam Shepard|Richard Roxburgh,23,Rob Cohen,,Laura Ziskin|Neal H. Moritz|Mike Medavoy|Kwame Parker,BT|Dredg
13183,Watchmen,Malin Åkerman|Billy Crudup|Carla Gugino|Jeffrey Dean Morgan|Patrick Wilson,35,Zack Snyder,David Hayter|Alex Tse,Lawrence Gordon|Lloyd Levin|Wesley Coller|Deborah Snyder,
944,Lethal Weapon 4,Mel Gibson|Danny Glover|Joe Pesci|Rene Russo|Jet Li,21,Richard Donner,Channing Gibson|Miles Millar|Alfred Gough|Jonathan Lemkin,Joel Silver|Richard Donner,Eric Clapton|Michael Kamen|David Sanborn
1927,Hulk,Eric Bana|Jennifer Connelly|Sam Elliott|Josh Lucas|Nick Nolte,16,Ang Lee,James Schamus|James Schamus|Michael France|John Turman,Larry J. Franco|Gale Anne Hurd|James Schamus|Avi Arad,Danny Elfman
72559,G.I. Joe: Retaliation,Dwayne Johnson|D.J. Cotrona|Adrianne Palicki|Bruce Willis|Ray Park,20,Jon M. Chu,Rhett Reese|Paul Wernick,Lorenzo di Bonaventura|Brian Goldner,Henry Jackman
7364,Sahara,Matthew McConaughey|Penélope Cruz|Steve Zahn|William H. Macy|Lennie James,16,Breck Eisner,James V. Hart|Thomas Dean Donnelly|John C. Richards|Joshua Oppenheimer,Stephanie Austin|Mace Neufeld|Howard Baldwin|Karen Elise Baldwin,Clint Mansell
2114,Final Fantasy: The Spirits Within,Donald Sutherland|Ming-Na Wen|Alec Baldwin|Ving Rhames|Steve Buscemi,9,Hironobu Sakaguchi|Motonori Sakakibara,Al Reinert|Jeff Vintar|Jack Fletcher|Ramin Mebdy,Jun Aida|Chris Lee,Elliot Goldenthal|Joel Iwataki|Dirk Brossé
1771,Captain America: The First Avenger,Chris Evans|Hugo Weaving|Tommy Lee Jones|Hayley Atwell|Sebastian Stan,56,Joe Johnston,Christopher Markus|Stephen McFeely,Kevin Feige|Victoria Alonso|Mitchell Bell|Stephen Broussard|Richard Whelan,Alan Silvestri
36643,The World Is Not Enough,Pierce Brosnan|Sophie Marceau|Robert Carlyle|Denise Richards|Robbie Coltrane,20,Michael Apted,Bruce Feirstein|Robert Wade|Neal Purvis,Barbara Broccoli|Michael G. Wilson,David Arnold
8619,Master and Commander: The Far Side of the World,Russell Crowe|Paul Bettany|James D'Arcy|Billy Boyd|Joseph Morgan,26,Peter Weir,Peter Weir|John Collee,Peter Weir|Duncan Henderson|Samuel Goldwyn Jr.,Iva Davies|Richard Tognetti|Christopher Gordon
50620,The Twilight Saga: Breaking Dawn - Part 2,Kristen Stewart|Robert Pattinson|Taylor Lautner|Peter Facinelli|Elizabeth Reaser,56,Bill Condon,Melissa Rosenberg,Karen Rosenfelt|Wyck Godfrey|Stephenie Meyer,Carter Burwell
65759,Happy Feet Two,Elijah Wood|Robin Williams|Pink|E.G. Daily|Johnny A. Sanchez,26,George Miller,George Miller|Warren Coleman|Paul Livingston|Gary Eck,George Miller|Doug Mitchell|Bill Miller,John Powell
1724,The Incredible Hulk,Edward Norton|Liv Tyler|Tim Roth|William Hurt|Tim Blake Nelson,68,Louis Leterrier,Zak Penn,Gale Anne Hurd|Kevin Feige,Craig Armstrong
267935,The BFG,Ruby Barnhill|Mark Rylance|Rebecca Hall|Jemaine Clement|Bill Hader,23,Steven Spielberg,Roald Dahl|Melissa Mathison,Sam Mercer|Steven Spielberg|Frank Marshall,John Williams
281957,The Revenant,Leonardo DiCaprio|Tom Hardy|Will Poulter|Domhnall Gleeson|Paul Anderson,19,Alejandro González Iñárritu,Alejandro González Iñárritu|Mark L. Smith,Steve Golin|Arnon Milchan|James W. Skotchdopole|David Kanter|Keith Redmon,Ryuichi Sakamoto|Carsten Nicolai
77950,Turbo,Ryan Reynolds|Paul Giamatti|Michael Peña|Samuel L. Jackson|Luis Guzmán,12,David Soren,David Soren|Robert D. Siegel|Darren Lemke|Guy Bar'ely,Lisa Stewart,
44896,Rango,Johnny Depp|Isla Fisher|Ned Beatty|Bill Nighy|Alfred Molina,17,Gore Verbinski,Gore Verbinski|John Logan|John Logan|James Ward Byrkit,Gore Verbinski|Graham King|John B. Carls,
270946,Penguins of Madagascar,Tom McGrath|Chris Miller|Christopher Knights|Conrad Vernon|John Malkovich,16,Eric Darnell|Simon J. Smith,Michael Colton|John Aboud,,
2503,The Bourne Ultimatum,Matt Damon|Julia Stiles|David Strathairn|Scott Glenn|Paddy Considine,46,Paul Greengrass,George Nolfi|Scott Z. Burns|Tony Gilroy,Frank Marshall|Patrick Crowley|Paul Sandberg|Andrew R. Tennenbaum,John Powell
9502,Kung Fu Panda,Jack Black|Dustin Hoffman|Angelina Jolie|Jackie Chan|Lucy Liu,26,Mark Osborne|John Stevenson,Glenn Berger|Jonathan Aibel,,Hans Zimmer|John Powell
102899,Ant-Man,Paul Rudd|Michael Douglas|Evangeline Lilly|Corey Stoll|Bobby Cannavale,65,Peyton Reed,Paul Rudd|Edgar Wright|Edgar Wright|Adam McKay|Joe Cornish,Kevin Feige,Christophe Beck
101299,The Hunger Games: Catching Fire,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Elizabeth Banks,52,Francis Lawrence,Michael Arndt|Simon Beaufoy,Jon Kilik|Nina Jacobson,James Newton Howard
228161,Home,Jim Parsons|Rihanna|Steve Martin|Jennifer Lopez|Matt Jones,11,Tim Johnson,Tom J. Astle|Matt Ember|Todd Wilderman,Mireille Soria|Christopher Jenkins|Suzanne Buirgy,Lorne Balfe
74,War of the Worlds,Tom Cruise|Dakota Fanning|Miranda Otto|Justin Chatwin|Tim Robbins,29,Steven Spielberg,,Kathleen Kennedy|Colin Wilson,John Williams
8961,Bad Boys II,Martin Lawrence|Will Smith|Jordi Mollà|Gabrielle Union|Peter Stormare,21,Michael Bay,Ron Shelton|Ron Shelton|Cormac Wibberley|Marianne Wibberley|Jerry Stahl,Jerry Bruckheimer,Trevor Rabin
417859,Puss in Boots,Antonio Banderas|Salma Hayek|Zach Galifianakis|Billy Bob Thornton|Amy Sedaris,25,Chris Miller,William Davies|Tom Wheeler|Tom Wheeler|Brian Lynch,Latifa Ouaou|Joe M. Aguilar,Henry Jackman
27576,Salt,Angelina Jolie|Liev Schreiber|Chiwetel Ejiofor|Daniel Olbrychski|August Diehl,42,Phillip Noyce,Kurt Wimmer,Lorenzo di Bonaventura|Sunil Perkash,James Newton Howard
86834,Noah,Russell Crowe|Jennifer Connelly|Emma Watson|Logan Lerman|Anthony Hopkins,18,Darren Aronofsky,Darren Aronofsky|Ari Handel,Arnon Milchan|Darren Aronofsky|Mary Parent|Scott Franklin,Clint Mansell
17578,The Adventures of Tintin,Jamie Bell|Andy Serkis|Daniel Craig|Nick Frost|Simon Pegg,16,Steven Spielberg,Edgar Wright|Steven Moffat|Joe Cornish,Steven Spielberg|Kathleen Kennedy|Peter Jackson|Carolynne Cunningham|Jason D. McGatlin,John Williams
673,Harry Potter and the Prisoner of Azkaban,Daniel Radcliffe|Rupert Grint|Emma Watson|Gary Oldman|David Thewlis,51,Alfonso Cuarón,Steve Kloves,Lorne Orleans|David Heyman|Mark Radcliffe,John Williams
6972,Australia,Nicole Kidman|Hugh Jackman|Essie Davis|David Wenham|Bryan Brown,45,Baz Luhrmann,Stuart Beattie|Ronald Harwood|Baz Luhrmann|Baz Luhrmann|Richard Flanagan,Baz Luhrmann|Catherine Martin|Catherine Knapman|G. Mac Brown|Paul Watters,David Hirschfelder
82700,After Earth,Jaden Smith|Will Smith|Sophie Okonedo|Zoë Kravitz|Glenn Morshower,19,M. Night Shyamalan,Will Smith|M. Night Shyamalan|Gary Whitta,Will Smith|Jada Pinkett Smith|James Lassiter|Caleeb Pinkett,James Newton Howard
10567,Dinosaur,D. B. Sweeney|Alfre Woodard|Ossie Davis|Max Casella|Hayden Panettiere,10,Ralph Zondag|Eric Leighton,John Harrison,Pam Marsden|Baker Bloodworth,James Newton Howard
181533,Night at the Museum: Secret of the Tomb,Ben Stiller|Rami Malek|Rebel Wilson|Robin Williams|Owen Wilson,26,Shawn Levy,Thomas Lennon|Ben Garant|David Guion|Michael Handelman,Chris Columbus|Mark Radcliffe|Shawn Levy,
38055,Megamind,Will Ferrell|Brad Pitt|Tina Fey|Jonah Hill|David Cross,23,Tom McGrath,Alan J. Schoolcraft|Brent Simons,Lara Breay|Denise Nolan Cascino,Hans Zimmer|Lorne Balfe
671,Harry Potter and the Philosopher's Stone,Daniel Radcliffe|Rupert Grint|Emma Watson|Richard Harris|Tom Felton,58,Chris Columbus,Steve Kloves,David Heyman,John Williams
49524,R.I.P.D.,Jeff Bridges|Ryan Reynolds|Kevin Bacon|Stephanie Szostak|Mary-Louise Parker,35,Robert Schwentke,David Dobkin|Phil Hay|Phil Hay|Matt Manfredi|Matt Manfredi,Michael Fottrell|Neal H. Moritz|Mike Richardson,Christophe Beck
22,Pirates of the Caribbean: The Curse of the Black Pearl,Johnny Depp|Geoffrey Rush|Orlando Bloom|Keira Knightley|Jack Davenport,70,Gore Verbinski,Ted Elliott|Terry Rossio,Jerry Bruckheimer,Klaus Badelt
131631,The Hunger Games: Mockingjay - Part 1,Jennifer Lawrence|Josh Hutcherson|Liam Hemsworth|Woody Harrelson|Donald Sutherland,54,Francis Lawrence,Danny Strong|Peter Craig,Jon Kilik|Nina Jacobson,James Newton Howard
591,The Da Vinci Code,Tom Hanks|Audrey Tautou|Ian McKellen|Paul Bettany|Jean Reno,18,Ron Howard,Akiva Goldsman,Brian Grazer|Ron Howard|Kathleen McGill|Louisa Velis|John Calley,Hans Zimmer
172385,Rio 2,Jesse Eisenberg|Anne Hathaway|Leslie Mann|Jamie Foxx|Andy García,21,Carlos Saldanha,Carlos Saldanha|Don Rhymer|Jenny Bicks|Yoni Brenner|Carlos Kotkin,John C. Donkin|Bruce Anderson,John Powell
36658,X2,Patrick Stewart|Hugh Jackman|Ian McKellen|Halle Berry|Famke Janssen,31,Bryan Singer,Bryan Singer|Michael Dougherty|Zak Penn|David Hayter|David Hayter,Ralph Winter|Lauren Shuler Donner,
51497,Fast Five,Vin Diesel|Paul Walker|Jordana Brewster|Tyrese Gibson|Ludacris,36,Justin Lin,Chris Morgan,Michael Fottrell|Neal H. Moritz|Vin Diesel,Brian Tyler
58574,Sherlock Holmes: A Game of Shadows,Robert Downey Jr.|Jude Law|Jared Harris|Noomi Rapace|Kelly Reilly,25,Guy Ritchie,Michele Mulroney|Kieran Mulroney,Joel Silver|Lionel Wigram|Susan Downey|Dan Lin,Hans Zimmer
18823,Clash of the Titans,Sam Worthington|Liam Neeson|Ralph Fiennes|Gemma Arterton|Jason Flemyng,35,Louis Leterrier,Phil Hay|Matt Manfredi|Travis Beacham,Basil Iwanyk|Kevin De La Noy|Karl McMillan,
861,Total Recall,Arnold Schwarzenegger|Sharon Stone|Rachel Ticotin|Ronny Cox|Michael Ironside,21,Paul Verhoeven,Dan O'Bannon|Ronald Shusett|Gary Goldman,Ronald Shusett|Buzz Feitshans,Jerry Goldsmith
1911,The 13th Warrior,Antonio Banderas|Vladimir Kulich|Dennis Storhøi|Daniel Southern|Clive Russell,19,John McTiernan,William Wisher Jr.|Warren Lewis,John McTiernan|Michael Crichton|Ned Dowd,Jerry Goldsmith
49040,The Bourne Legacy,Jeremy Renner|Rachel Weisz|Edward Norton|Scott Glenn|Stacy Keach,31,Tony Gilroy,Tony Gilroy,Frank Marshall|Patrick Crowley,James Newton Howard
415,Batman & Robin,George Clooney|Chris O'Donnell|Arnold Schwarzenegger|Uma Thurman|Alicia Silverstone,14,Joel Schumacher,,Peter Macgregor-Scott,Elliot Goldenthal
8871,How the Grinch Stole Christmas,Jim Carrey|Taylor Momsen|Jeffrey Tambor|Christine Baranski|Bill Irwin,17,Ron Howard,Jeffrey Price|Peter S. Seaman,Brian Grazer|Ron Howard,James Horner
435,The Day After Tomorrow,Dennis Quaid|Jake Gyllenhaal|Emmy Rossum|Dash Mihok|Jay O. Sanders,27,Roland Emmerich,,Roland Emmerich|Mark Gordon,Harald Kloser|Thomas Wanker
955,Mission: Impossible II,Tom Cruise|Dougray Scott|Thandie Newton|Ving Rhames|Richard Roxburgh,17,John Woo,Ronald D. Moore|Brannon Braga|Robert Towne,Tom Cruise|Paula Wagner,Hans Zimmer
2133,The Perfect Storm,George Clooney|Mark Wahlberg|Diane Lane|John C. Reilly|William Fichtner,28,Wolfgang Petersen,William D. Wittliff,Wolfgang Petersen|Paula Weinstein|Gail Katz,James Horner
1979,Fantastic 4: Rise of the Silver Surfer,Ioan Gruffudd|Jessica Alba|Chris Evans|Michael Chiklis|Julian McMahon,18,Tim Story,Don Payne|Mark Frost|Mark Frost|John Turman,Bernd Eichinger|Ralph Winter|Avi Arad,John Ottman
87827,Life of Pi,Suraj Sharma|Irrfan Khan|Ayush Tandon|Gautam Belur|Adil Hussain,21,Ang Lee,David Magee,Gil Netter|David Womark,
1250,Ghost Rider,Nicolas Cage|Eva Mendes|Wes Bentley|Donal Logue|Sam Elliott,19,Mark Steven Johnson,Mark Steven Johnson,Michael De Luca|Avi Arad|Gary Foster|Steven Paul,Christopher Young
324668,Jason Bourne,Matt Damon|Alicia Vikander|Tommy Lee Jones|Vincent Cassel|Julia Stiles,208,Paul Greengrass,Paul Greengrass|Christopher Rouse,Frank Marshall|Matt Damon|Paul Greengrass|Gregory Goodman|Jeffrey M. Weiner,John Powell|David Buckley
9471,Charlie's Angels: Full Throttle,Cameron Diaz|Drew Barrymore|Lucy Liu|Bernie Mac|Robert Patrick,24,McG,John August|Cormac Wibberley|Marianne Wibberley,Nancy Juvonen|Drew Barrymore|Leonard Goldberg,Ed Shearmur
70981,Prometheus,Noomi Rapace|Michael Fassbender|Guy Pearce|Idris Elba|Logan Marshall-Green,26,Ridley Scott,Damon Lindelof|Jon Spaihts,Ridley Scott|David Giler|Walter Hill,Marc Streitenfeld
10996,Stuart Little 2,Michael J. Fox|Geena Davis|Hugh Laurie|Jonathan Lipnicki|Anna Hoelck,14,Rob Minkoff,E.B. White,Douglas Wick,Alan Silvestri
68724,Elysium,Matt Damon|Jodie Foster|Sharlto Copley|Alice Braga|Diego Luna,24,Neill Blomkamp,Neill Blomkamp,Simon Kinberg|Bill Block|Neill Blomkamp,Ryan Amon
2789,The Chronicles of Riddick,Vin Diesel|Thandie Newton|Karl Urban|Colm Feore|Linus Roache,19,David Twohy,David Twohy,Scott Kroopf|Vin Diesel,
97020,RoboCop,Joel Kinnaman|Gary Oldman|Michael Keaton|Abbie Cornish|Jackie Earle Haley,16,José Padilha,Joshua Zetumer,Roger Birnbaum|Gary Barber|Marc Abraham|Eric Newman,Pedro Bromfman
7459,Speed Racer,Emile Hirsch|Christina Ricci|Matthew Fox|Susan Sarandon|Scott Porter,26,Lilly Wachowski|Lana Wachowski,Lilly Wachowski|Lana Wachowski,Joel Silver|Grant Hill|Lilly Wachowski|Lana Wachowski|Jessica Alan,Michael Giacchino
